code;2022
SK0101528595;4867.56
SK0102529311;552.51
SK0102529320;2049
SK0102529338;1989.28
SK0103529346;1194.11
SK0103529354;1099.21
SK0103529362;448.31
SK0104529371;706.71
SK0104529389;4149.86
SK0104529397;3218.76
SK0104529401;141.92
SK0104529419;1188.18
SK0104529427;219.6
SK0105529435;91.78
SK0105529443;135.01
SK0105529460;3950.33
SK0105529494;173.53
SK0106500267;0.5
SK0106504556;78.57
SK0106504629;33.91
SK0106504637;27.57
SK0106504769;130.41
SK0106504858;43.99
SK0106504874;108.21
SK0106504947;141.13
SK0106504980;109.32
SK0106507831;56.61
SK0106507890;62.13
SK0106507954;106.69
SK0106507962;84.64
SK0106508012;123.71
SK0106508021;39.59
SK0106508039;76.58
SK0106508055;70.56
SK0106508063;694.12
SK0106508080;708.55
SK0106508161;33.21
SK0106508195;105.91
SK0106508233;187.6
SK0106508241;44.5
SK0106508349;67.08
SK0106508365;142.61
SK0106508381;171.04
SK0107507806;176.41
SK0107507849;83.1
SK0107507857;67.75
SK0107507873;47.79
SK0107507881;84.06
SK0107507946;116.39
SK0107507989;149.12
SK0107508047;154.18
SK0107508101;187.63
SK0107508179;339.87
SK0107508187;745.31
SK0107508225;554.41
SK0107508250;213.22
SK0107508268;58.32
SK0107508306;287.07
SK0107508314;295.08
SK0107508322;69.25
SK0108503681;113.89
SK0108503797;260.93
SK0108503801;172.39
SK0108503819;116.02
SK0108503851;101.58
SK0108503894;116.19
SK0108503983;171.25
SK0108507814;328.9
SK0108507822;111.38
SK0108507865;93.22
SK0108507903;250.47
SK0108507911;479.72
SK0108507938;499.79
SK0108507997;115.47
SK0108508071;460.91
SK0108508098;491.84
SK0108508110;218.88
SK0108508136;329.17
SK0108508209;635.54
SK0108508217;519.81
SK0108508276;139.04
SK0108508284;233.65
SK0108508292;298.41
SK0108508331;116.23
SK0108545333;291.9
SK0108555487;69.43
SK0108555495;170.35
SK0108555509;382.98
SK0108582549;12.2
SK0211501433;729.73
SK0211501441;142.62
SK0211501450;56.76
SK0211501468;45.54
SK0211501484;33.49
SK0211501492;90.37
SK0211501506;42.99
SK0211501514;56.27
SK0211501522;149.86
SK0211501531;53.78
SK0211501549;108.42
SK0211501557;111.71
SK0211501573;100.31
SK0211501581;92.87
SK0211501590;75.64
SK0211501603;108.24
SK0211501611;63.57
SK0211501620;119.41
SK0211501638;277.48
SK0211501654;103.88
SK0211501662;82.51
SK0211501671;44.95
SK0211501689;27.62
SK0211501697;103.7
SK0211501701;83.89
SK0211501719;135.08
SK0211501727;230.25
SK0211501735;122.68
SK0211501743;44.46
SK0211501760;50.63
SK0211501778;71.54
SK0211501786;100.02
SK0211501808;102.74
SK0211501816;92.27
SK0211501824;58.24
SK0211501832;65.51
SK0211501859;81.26
SK0211501867;53.02
SK0211501875;40.54
SK0211501883;85.73
SK0211501891;68.44
SK0211501905;306.34
SK0211501913;130.49
SK0211501921;90.54
SK0211501930;61.21
SK0211501956;65.92
SK0211501964;92.33
SK0211501972;54.89
SK0211501981;87.85
SK0211501999;54.01
SK0211502006;74.59
SK0211502014;113.25
SK0211502022;300.26
SK0211503461;11.49
SK0211555517;49.64
SK0211555541;176.99
SK0211555568;74.17
SK0211555576;89
SK0211555606;165.41
SK0211555649;73.95
SK0211555665;171.88
SK0211555673;170.83
SK0211555720;160.62
SK0211555746;62.92
SK0211580554;95.38
SK0211580597;63.87
SK0211582522;57.54
SK0212503665;447.86
SK0212503673;71.55
SK0212503690;116.91
SK0212503703;91.39
SK0212503746;108.19
SK0212503754;24.71
SK0212503762;143.59
SK0212503771;91.38
SK0212503789;97.1
SK0212503827;139.53
SK0212503835;123.03
SK0212503843;112.52
SK0212503860;124.95
SK0212503878;44.03
SK0212503924;61.93
SK0212503959;185.02
SK0212503967;74.46
SK0212503975;74.63
SK0212504009;505.45
SK0212504017;185.69
SK0212504033;97.74
SK0212504041;149.64
SK0212504050;130.89
SK0212504076;83.11
SK0212504084;78.24
SK0212504106;191.13
SK0212504114;129.29
SK0212504122;174.67
SK0212504131;115.1
SK0212504149;61.52
SK0212504157;156.84
SK0212504173;86.36
SK0212504181;105.92
SK0212555754;190.13
SK0212555789;126.56
SK0212582638;74.61
SK0213506800;153.98
SK0213506885;170.14
SK0213506958;42.45
SK0213506966;59.36
SK0213507024;78.95
SK0213507032;313.66
SK0213507075;97.37
SK0213507130;52.09
SK0213507172;113.11
SK0213507202;138.98
SK0213507253;697.94
SK0213507288;191.86
SK0213507326;88.21
SK0213507415;63.57
SK0213507521;68.48
SK0213507539;88.21
SK0213507661;134.63
SK0213507792;82.25
SK0213518620;78.05
SK0213556521;218.64
SK0213556530;164.04
SK0213556602;77.08
SK0213556611;47.54
SK0213556645;54.71
SK0214506834;106.31
SK0214506982;42.58
SK0214506991;108.36
SK0214507008;94.25
SK0214507121;76.9
SK0214507199;38.95
SK0214507229;147.01
SK0214507342;228.13
SK0214507369;67.48
SK0214507385;129.35
SK0214507431;65.91
SK0214507440;614.96
SK0214507466;29.32
SK0214507482;89.34
SK0214507491;129.33
SK0214507563;212.12
SK0214507679;176.81
SK0214507709;114.63
SK0214507725;89.11
SK0214507750;405.79
SK0214556548;42.87
SK0214556572;271.01
SK0214556581;19.28
SK0214558338;175.16
SK0214558354;82.46
SK0214558397;35.72
SK0214581399;250.21
SK0215504203;388.25
SK0215504211;47.13
SK0215504220;40.35
SK0215504238;79.5
SK0215504297;49.42
SK0215504319;86.01
SK0215504327;42.29
SK0215504335;64.95
SK0215504360;50.27
SK0215504386;26.34
SK0215504416;70.88
SK0215504475;51.58
SK0215504491;41.38
SK0215504513;147.84
SK0215504521;30.55
SK0215504572;55.04
SK0215504602;53.29
SK0215504645;41
SK0215504653;44.28
SK0215504700;29.99
SK0215504726;63.88
SK0215504777;42
SK0215504823;58.02
SK0215504831;122.74
SK0215504840;45.3
SK0215504882;69.68
SK0215504891;116.69
SK0215504904;73.52
SK0215556114;73.98
SK0215556122;84.94
SK0215556131;71.65
SK0216504271;114.9
SK0216504343;72.88
SK0216504351;81.78
SK0216504378;318.38
SK0216504394;21.19
SK0216504432;145.42
SK0216504459;116.79
SK0216504483;16.25
SK0216504530;75.41
SK0216504548;63.29
SK0216504564;105.3
SK0216504599;106.41
SK0216504611;73.18
SK0216504670;90.65
SK0216504718;116.28
SK0216504734;39.64
SK0216504742;66.15
SK0216504815;258.07
SK0216504912;114.52
SK0216504939;52.72
SK0216504963;196.41
SK0217506745;880.65
SK0217506788;84.04
SK0217506796;130.91
SK0217506818;92.36
SK0217506826;78.49
SK0217506842;158.2
SK0217506851;144.06
SK0217506869;27.01
SK0217506877;156.16
SK0217506893;90.09
SK0217506915;24.15
SK0217506923;99.63
SK0217506931;75.17
SK0217506940;78.37
SK0217507041;56.63
SK0217507059;49.6
SK0217507067;90.66
SK0217507156;118.24
SK0217507164;98.02
SK0217507211;86.87
SK0217507296;121.53
SK0217507318;104.91
SK0217507351;19.82
SK0217507512;117.23
SK0217507555;112.23
SK0217507571;158.37
SK0217507601;150.27
SK0217507636;111.83
SK0217507687;52.89
SK0217507741;119.39
SK0217507768;175.19
SK0217507776;224.29
SK0217556483;170.44
SK0217556491;278.05
SK0217556513;106.35
SK0217556556;70.88
SK0217556564;65.31
SK0217556599;36.46
SK0217556653;55.08
SK0217556661;139.8
SK0217556670;89.67
SK0217556688;25.62
SK0217580473;1034.38
SK0217581020;137.47
SK0217581488;120.03
SK0221505056;20.93
SK0221505072;51.15
SK0221505102;58.99
SK0221505153;33.37
SK0221505200;63.49
SK0221505277;3.13
SK0221505331;80.44
SK0221505358;68.43
SK0221505382;59.03
SK0221505412;83.71
SK0221505447;152.31
SK0221505455;138.3
SK0221505471;39.56
SK0221505480;20.87
SK0221505544;12.85
SK0221505552;51.14
SK0221505579;46.67
SK0221505595;3.06
SK0221505625;66.24
SK0221505633;3.31
SK0221505684;65.99
SK0221505692;96.97
SK0221505765;25.46
SK0221505790;13.55
SK0221505811;24.99
SK0221542652;632
SK0221542741;80.38
SK0221542776;29.32
SK0221542806;7.23
SK0221542822;82.04
SK0221542849;129.51
SK0221542857;15.41
SK0221542873;182.65
SK0221542890;76.65
SK0221542920;60.65
SK0221543080;47.47
SK0221543136;11.74
SK0221545651;52.07
SK0221556289;83.12
SK0221556360;54.49
SK0221556408;62.04
SK0221556742;62
SK0221556793;86.17
SK0222512885;103.71
SK0222512931;19.82
SK0222513016;450.86
SK0222513024;163.78
SK0222513091;80.6
SK0222513156;229.59
SK0222513253;145.88
SK0222513296;158.47
SK0222513351;28.46
SK0222513385;122.24
SK0222513440;937.6
SK0222513598;178.55
SK0222513725;150.88
SK0222513865;10.51
SK0222557391;178.59
SK0222557404;109.01
SK0222557412;71.02
SK0222557421;108.13
SK0222557617;20.67
SK0222557625;16.49
SK0222582301;109.58
SK0223504254;56.22
SK0223504262;114.56
SK0223504289;27.25
SK0223504408;20.56
SK0223504424;37.02
SK0223504467;36.22
SK0223504581;221.95
SK0223504661;42.59
SK0223504688;87.78
SK0223504696;25.93
SK0223504793;88.69
SK0223504866;42.33
SK0223504971;27.35
SK0223506079;60.54
SK0223506141;60.74
SK0223506150;49.32
SK0223506419;29.4
SK0224505846;50.96
SK0224505871;68.76
SK0224505889;103.85
SK0224505897;60.43
SK0224505901;112.18
SK0224505919;221.43
SK0224505951;112.77
SK0224505994;42.8
SK0224506001;142.98
SK0224506052;31.16
SK0224506061;71.49
SK0224506109;38.35
SK0224506125;111.3
SK0224506184;49.13
SK0224506206;40.73
SK0224506249;40.56
SK0224506257;64.72
SK0224506265;68.99
SK0224506303;30.53
SK0224506311;10.98
SK0224506338;596.09
SK0224506346;96.52
SK0224506401;133.11
SK0224506427;110.27
SK0224506435;173.68
SK0224506443;141.46
SK0224506516;10.45
SK0224506524;167.36
SK0224506583;148.17
SK0224506630;64.24
SK0224506672;31.25
SK0224556424;20.44
SK0224556441;93.06
SK0224556459;45.82
SK0225505129;82.96
SK0225505170;107.42
SK0225505196;88.5
SK0225505307;69.16
SK0225505315;943.13
SK0225505323;164.41
SK0225505463;86.36
SK0225505706;44.26
SK0225505722;72.03
SK0225505731;20.41
SK0225505803;245.96
SK0225542733;279.14
SK0225542962;122.64
SK0225543004;259.77
SK0225543047;45.54
SK0225543055;41.31
SK0225556173;36.45
SK0225556190;55.55
SK0225556246;145.24
SK0225556271;36.42
SK0225556416;47.24
SK0225580449;48.19
SK0225580953;137.85
SK0226512842;418.7
SK0226512915;171.33
SK0226512966;64.32
SK0226513008;62.58
SK0226513083;12.07
SK0226513172;167.91
SK0226513245;64.86
SK0226513466;42.93
SK0226513474;127.31
SK0226513563;87.57
SK0226513601;51.3
SK0226513687;90.84
SK0226513741;99.94
SK0226513784;49.62
SK0226513822;88.36
SK0226518913;219.12
SK0226546640;49.98
SK0226557480;63.99
SK0226557510;116.2
SK0226557552;64.16
SK0226557561;40.61
SK0226557579;32.21
SK0226557595;20.25
SK0226557609;30.94
SK0226557633;64.95
SK0226558222;62.19
SK0226580856;92.61
SK0226580864;18.35
SK0227513881;1021.76
SK0227513903;251.42
SK0227513911;47.29
SK0227513920;72.97
SK0227513938;32.5
SK0227513946;91.39
SK0227513954;133.07
SK0227513962;89.53
SK0227513971;23.67
SK0227513989;176.24
SK0227513997;185.77
SK0227514004;57.62
SK0227514012;61.88
SK0227514021;112.99
SK0227514039;25.22
SK0227514063;68.96
SK0227514071;494.47
SK0227514080;21.73
SK0227514098;127.09
SK0227514101;138.58
SK0227514110;74.6
SK0227514128;177.76
SK0227514136;134.88
SK0227514144;71.61
SK0227514179;46.55
SK0227514187;76.48
SK0227514209;86.62
SK0227514217;25.29
SK0227514225;100.31
SK0227514233;131.23
SK0227514241;66.17
SK0227514250;48.41
SK0227514268;214.41
SK0227514284;167.23
SK0227514292;94.34
SK0227514306;23.12
SK0227514314;246.69
SK0227514322;90.75
SK0227514331;120.43
SK0227514349;49.19
SK0227514357;70.68
SK0227514365;60.41
SK0227514373;202.44
SK0227514381;52.05
SK0227514390;63.17
SK0227514403;47.38
SK0227514411;25.15
SK0227514420;30.53
SK0227514438;68.46
SK0227514454;135.37
SK0227557706;105.89
SK0227557714;94.48
SK0228500348;32.65
SK0228512851;120.47
SK0228512940;65.53
SK0228512958;124.99
SK0228513121;161.77
SK0228513300;24.45
SK0228513318;40.88
SK0228513326;364.1
SK0228513334;117.7
SK0228513342;60.91
SK0228513377;93.67
SK0228513407;39.39
SK0228513610;415.81
SK0228513776;101.43
SK0228513814;74.06
SK0228557439;193.24
SK0228557447;100.05
SK0228557471;134.95
SK0228557498;20.46
SK0228557501;86.91
SK0228557692;40.97
SK0229505820;662.01
SK0229505838;90.35
SK0229505854;45.62
SK0229505935;34.53
SK0229505943;116.59
SK0229505960;61.68
SK0229505978;49.92
SK0229506010;61.02
SK0229506028;63.22
SK0229506036;98.67
SK0229506044;100.59
SK0229506087;60.11
SK0229506095;69.44
SK0229506133;184.92
SK0229506168;43.99
SK0229506231;73.84
SK0229506273;44.62
SK0229506281;188.51
SK0229506290;55.1
SK0229506354;76.91
SK0229506371;148.21
SK0229506478;40.6
SK0229506508;138.53
SK0229506532;187.74
SK0229506541;114.36
SK0229506559;277.21
SK0229506567;206.63
SK0229506591;106.05
SK0229506605;63.35
SK0229506613;379.59
SK0229506648;64.04
SK0229506656;145.46
SK0229545686;77.91
SK0229545741;139.65
SK0229546682;138.36
SK0229556475;299.75
SK0229581348;24.48
SK0231501026;314.68
SK0231501034;33.9
SK0231501042;61.09
SK0231501069;65.21
SK0231501077;35.68
SK0231501085;47.59
SK0231501093;41.32
SK0231501107;33.56
SK0231501115;78.92
SK0231501123;131.74
SK0231501140;122.53
SK0231501158;67.71
SK0231501166;89.8
SK0231501174;64.31
SK0231501182;55.08
SK0231501191;36.56
SK0231501204;98.23
SK0231501212;45.15
SK0231501221;13.57
SK0231501239;105.86
SK0231501247;35.15
SK0231501255;63.82
SK0231501263;47.77
SK0231501271;31.2
SK0231501280;86.62
SK0231501301;48.78
SK0231501310;47.41
SK0231501328;62.74
SK0231501336;44.89
SK0231501344;62.43
SK0231501352;58.89
SK0231501361;75.06
SK0231501379;36.18
SK0231501387;38.89
SK0231501395;71.67
SK0231501409;24.41
SK0231501417;82.01
SK0231501425;68.48
SK0231555819;35.03
SK0231555827;69.68
SK0231580911;46.44
SK0232502031;512.5
SK0232502049;57.51
SK0232502057;37.66
SK0232502065;87.27
SK0232502073;18.97
SK0232502090;36.49
SK0232502103;22
SK0232502111;39.85
SK0232502120;80.77
SK0232502154;42.81
SK0232502162;13.54
SK0232502171;63.1
SK0232502189;45.53
SK0232502197;64.41
SK0232502201;17.62
SK0232502219;29.92
SK0232502227;40.77
SK0232502243;34.44
SK0232502251;25.43
SK0232502260;68.16
SK0232502278;63.38
SK0232502286;43.34
SK0232502294;42.49
SK0232502324;47.64
SK0232502332;177.44
SK0232502341;105.81
SK0232502359;40.67
SK0232502367;17.22
SK0232502375;45.01
SK0232502383;6.05
SK0232502391;65.11
SK0232502413;60.82
SK0232502421;95.55
SK0232502430;47.31
SK0232502448;21.14
SK0232502456;51.37
SK0232502464;42.91
SK0232502472;29.47
SK0232502481;61.52
SK0232502499;43.5
SK0232502502;19.85
SK0232502511;29.54
SK0232502537;25.21
SK0232502570;56.2
SK0232502588;49.61
SK0232502596;30.89
SK0232502600;38.4
SK0232502618;22.54
SK0232502626;38.69
SK0232502634;15.85
SK0232502642;29.42
SK0232502651;32.62
SK0232502669;88.24
SK0232502677;133.49
SK0232502693;67.68
SK0232502707;56.81
SK0232502715;36.8
SK0232502723;24.97
SK0232502731;24.42
SK0232502740;33.64
SK0232502758;33.95
SK0232502766;143.05
SK0232502782;166.42
SK0232502791;18.8
SK0232502804;62.86
SK0232502812;24.88
SK0232502821;63.98
SK0232502847;49.4
SK0232502863;774.31
SK0232502871;46.99
SK0232502880;23.42
SK0232502898;13.69
SK0232502910;46.24
SK0232502928;80.89
SK0232502936;60.24
SK0232502944;33.89
SK0232502952;26.57
SK0232502961;18.56
SK0232502979;30.56
SK0232502987;118.12
SK0232502995;41.06
SK0232503002;33.05
SK0232545350;20.01
SK0232555843;71.12
SK0232556777;12.66
SK0232580937;11.88
SK0232581135;41
SK0232581160;121.61
SK0232581895;35.44
SK0233500011;769.12
SK0233500020;115.64
SK0233500046;60.57
SK0233500071;158.06
SK0233500101;201.74
SK0233500135;102.71
SK0233500160;38.95
SK0233500194;112.1
SK0233500232;183.71
SK0233500313;47.66
SK0233500356;94.29
SK0233500372;76.64
SK0233500381;94.38
SK0233500399;30.65
SK0233500402;116.35
SK0233500411;124.55
SK0233500453;217.59
SK0233500470;80.19
SK0233500488;69.73
SK0233500518;66.75
SK0233500534;43.86
SK0233500569;85.3
SK0233500577;148.11
SK0233500631;133.05
SK0233500640;74.56
SK0233500666;35.07
SK0233500674;63.76
SK0233500682;91.28
SK0233500691;62.55
SK0233500704;110.87
SK0233500712;72.24
SK0233500780;56.16
SK0233500798;32.66
SK0233500844;60.54
SK0233500887;134.24
SK0233500895;95.82
SK0233500917;137.53
SK0233500933;220.81
SK0233500941;151.95
SK0233500950;114.22
SK0233500992;87.25
SK0233501018;50.07
SK0233545589;125.85
SK0233545635;45.75
SK0233555851;428.82
SK0233555860;244.61
SK0233555886;211.99
SK0233555908;93.72
SK0233555959;84.55
SK0233555967;59.91
SK0233555991;102.19
SK0233556696;234.78
SK0233556785;48.61
SK0233558320;199.84
SK0233580899;255.35
SK0233581097;125.68
SK0233581623;142.13
SK0233581691;26.37
SK0233582387;95.53
SK0233582425;152.93
SK0233582697;96.43
SK0233582719;152.98
SK0234503011;510.24
SK0234503029;157.82
SK0234503037;42.23
SK0234503045;183.38
SK0234503053;28.18
SK0234503061;37.5
SK0234503070;93.71
SK0234503088;60.28
SK0234503096;62.82
SK0234503100;28.95
SK0234503118;24.57
SK0234503126;77.59
SK0234503134;35.32
SK0234503151;87.33
SK0234503169;37.98
SK0234503177;78.17
SK0234503185;78.31
SK0234503193;94.98
SK0234503207;49.34
SK0234503215;57.03
SK0234503223;38.59
SK0234503231;67.68
SK0234503240;52.63
SK0234503258;50.99
SK0234503266;157.13
SK0234503274;48.03
SK0234503282;137.2
SK0234503291;70.2
SK0234503312;38.35
SK0234503321;112.15
SK0234503339;43.31
SK0234503347;51.16
SK0234503355;43.46
SK0234503363;91.65
SK0234503371;82.85
SK0234503380;126.24
SK0234503398;177.74
SK0234503401;36.25
SK0234503436;37.23
SK0234503452;82.83
SK0234503479;95.67
SK0234503487;47.98
SK0234503495;97.72
SK0234503509;48.85
SK0234503517;56.71
SK0234503525;37.41
SK0234503533;56.43
SK0234503541;31.08
SK0234503550;46.43
SK0234503568;44.64
SK0234503576;27.75
SK0234503584;707.87
SK0234503592;157.18
SK0234503606;48.45
SK0234503614;92.63
SK0234503631;68.54
SK0234503649;80.22
SK0234556025;47.63
SK0234556033;27.31
SK0234556050;181.55
SK0234556092;67.17
SK0234582361;47.01
SK0235500241;94.62
SK0235500739;93.39
SK0235503711;90.64
SK0235503720;100.88
SK0235503886;194.23
SK0235503932;88.24
SK0235503991;74.17
SK0235504025;460.02
SK0235504068;161.47
SK0235504092;85.17
SK0235504165;79.36
SK0235504190;107.27
SK0235555878;98.24
SK0236504998;892.43
SK0236505021;48.5
SK0236505048;159.17
SK0236505064;56.68
SK0236505137;64.2
SK0236505226;50.31
SK0236505234;86.52
SK0236505242;53.52
SK0236505251;52.57
SK0236505285;67.67
SK0236505340;9.4
SK0236505374;71.06
SK0236505404;125.49
SK0236505421;67.12
SK0236505439;91.7
SK0236505498;126.86
SK0236505510;42.92
SK0236505536;56.63
SK0236505561;52
SK0236505617;52.84
SK0236505641;128.2
SK0236505676;94.71
SK0236505714;88.36
SK0236505749;91.91
SK0236505757;37.62
SK0236505773;65.17
SK0236542661;176.32
SK0236542695;72.33
SK0236542709;65.98
SK0236542717;59.24
SK0236542792;33.12
SK0236542881;53.45
SK0236542938;64.05
SK0236542954;111.55
SK0236542971;196.92
SK0236543039;94.75
SK0236543063;183.02
SK0236543071;61.76
SK0236543101;72.07
SK0236543110;68.08
SK0236556149;129.08
SK0236556157;178.5
SK0236556165;112.2
SK0236556211;48.16
SK0236556220;32.49
SK0236556238;27.02
SK0236556262;177.32
SK0236556297;144.76
SK0236556327;97.59
SK0236556351;94.71
SK0236580457;277.69
SK0236581305;120.63
SK0236581658;86.23
SK0236581704;92.38
SK0237500062;75.42
SK0237500127;29.92
SK0237500151;106.5
SK0237500283;42.26
SK0237500305;46.09
SK0237500321;111.74
SK0237500364;32.26
SK0237500429;15.41
SK0237500437;63.79
SK0237500461;69.89
SK0237500500;117.55
SK0237500542;123.51
SK0237500551;123.95
SK0237500585;42.08
SK0237500593;116.2
SK0237500607;54.74
SK0237500658;47.52
SK0237500721;37.13
SK0237500747;104.31
SK0237500755;84.21
SK0237500810;98.24
SK0237500828;101.04
SK0237500836;24.28
SK0237500909;82.07
SK0237500925;86.65
SK0237500968;435.12
SK0237500976;13.14
SK0237500984;47.74
SK0237517305;36.66
SK0237555916;77.91
SK0237555924;59.96
